tagno,relative,age,sex,Illness,employment,salary,modeofpayment,Air quality,,,,
2019-PAL-1-0204,5,18,1,,2,,,21,,,,
2019-PAL-1-0204,5,20,1,,2,,,21,,,,
2019-G2-3-0024,2,60,1,,1,27500,26,21,,,,
2019-ISG-6-0083-04,2,36,1,,1,14000,5,21,,,,
2019-UW-6-0176-03,4,24,2,,1,14000,5,21,,,,
2019-UW-6-0176-03,2,52,1,,1,12000,51,21,,,,
2019-UW-6-0176-03,6,2,1,,,,,21,,,,
2019-PAL-4-0079-03,2,26,2,,2,,,21,,,,
2019-PAL-4-0080,1,45,2,,1,15000,11,21,,,,
2019-PAL-5-0465-02,2,39,1,,1,20000,22,21,,,,
2019-ISG-1-0065-02,1,37,2,,3,,22,21,,,,
2019-PAL2-3-0032-02,1,26,2,,1,18000,5,21,,,,
2019-UW-6-0213-02,1,34,1,,1,23000,22,21,,,,
2019-UW-6-0213-02,4,5,2,,,,,21,,,,
2019-UW-6-0213-02,4,6,2,,,,,21,,,,
2019-UW-6-0213-02,5,1,1,,,,,21,,,,
2019-UW-6-0213-02,4,2,2,,,,,21,,,,
2019-G2-3-0118,2,54,1,,1,50000,5,21,,,,
2019-G2-3-0118,5,27,1,,1,20000,5,21,,,,
2019-PAL3-6-0002-02,2,27,2,,1,16000,5,21,,,,
2019-PAL3-6-0002-02,13,59,2,,2,,,21,,,,
2019-PAL3-6-0002-02,7,25,1,,1,12000,5,21,,,,
2019-PAL-1-0268-03,2,29,2,,2,,,21,,,,
2019-PAL-6-0512-02,2,36,1,,1,30000,26,21,,,,
2019-PAL-6-0512-02,5,9,1,,,,,21,,,,
2019-ISU-1-0189,1,48,2,,1,12000,5,21,,,,
2019-WC-6-0059,1,57,2,,1,3000,26,21,,,,
2019-ISU-1-0260,2,56,1,,1,9000,22,21,,,,
2019-WC-4-0004-04,5,13,1,,2,,,21,,,,
2019-ISU-1-0190,1,56,2,,1,34000,5,21,,,,
2019-ISG-4-0078-04,1,30,2,,1,20000,5,21,,,,
2019-UW-6-0197-03,2,69,1,,1,16000,51,21,,,,
2019-WC-6-0006-02,2,41,1,,1,18000,5,21,,,,
2019-WC-6-0006-02,5,2,1,,,,,21,,,,
2019-WC-6-0006-02,4,12,2,,,,,21,,,,
2019-WC-6-0006-02,5,17,1,,2,,,21,,,,
2019-PAN-2-0042,1,71,1,,,,,21,,,,
2019-PAL-1-0117,4,24,2,,1,25000,5,21,,,,
2019-PAL-1-0117,5,25,1,,2,,,21,,,,
2019-WC-4-0541,2,40,1,,,,,21,,,,
2019-WC-4-0541,5,13,1,,,,,21,,,,
2019-WC-4-0541,5,14,1,,,,,21,,,,
2019-ISU-1-0470,1,43,2,,1,6000,22,21,,,,
2019-G2-3-0400-02,1,37,1,,2,,,21,,,,
2019-ISU-1-0489,1,52,2,,1,4000,26,21,,,,
2019-PAL-1-0058-02,2,33,2,,3,,,21,,,,
2019-PAL-3-0128-04,5,7,1,,,,,21,,,,
2019-PAL-5-0297-02,2,37,1,,1,16000,5,21,,,,
2019-PAL-6-0377,5,35,1,,1,7000,22,21,,,,
2019-PAL-6-0377,6,7,2,,1,12000,23,21,,,,
2019-PAL4-3-0057,5,27,1,,,,,21,,,,
2019-PAN-2-0162,1,34,2,,1,6000,22,21,,,,
2019-PAN-6-0030-02,2,27,1,,1,11000,51,21,,,,
2019-PAN-6-0030-02,5,3,1,,,,,21,,,,
2019-PAN-6-0030-05,2,25,1,,1,14000,51,21,,,,
2019-PAN-6-0030-05,5,0,1,,,,,21,,,,
2019-PAN-6-0030-05,4,2,2,,,,,21,,,,
2019-UW-6-0156-02,2,25,2,,2,,,21,,,,
2019-WC-3-0034-02,13,73,1,,3,,,21,,,,
2019-WC-4-0017-03,5,15,1,,2,,,21,,,,
2019-WC-4-0017-03,5,19,1,,2,,,21,,,,
2019-G2-3-0059,4,24,2,,1,18000,5,21,,,,
2019-G2-3-0059-02,4,3,2,,,,,21,,,,
2019-G2-3-0059-02,2,25,2,,1,13000,5,21,,,,
2019-G2-3-0232-02,1,28,1,,1,13000,5,21,,,,
2019-G2-3-0400-02,5,10,1,,,,,21,,,,
2019-PAL4-3-0057,5,35,1,,3,,,21,,,,
2019-PAL4-3-0057,4,19,2,,2,,,21,,,,
2019-PAL-6-0185-02,1,25,2,,1,14000,5,21,,,,
2019-G2-3-0338,2,60,2,,1,8000,22,21,,,,
2019-G2-3-0486,2,64,2,,1,14000,26,21,,,,
2019-G2-3-0486-06,1,26,2,,2,,,21,,,,
2019-G2-3-0195,5,16,1,,,,,21,,,,
2019-G2-3-0195,5,7,1,,,,,21,,,,
2019-UW-1-0157,5,19,1,,1,30000,22,21,,,,
2019-PAL3-6-0015-02,4,17,2,,2,,,21,,,,
2019-PAL3-6-0015-02,4,16,2,,1,12000,22,21,,,,
2019-PAL3-6-0015-02,4,15,2,,2,,,21,,,,
2019-G2-3-0623-02,1,48,2,,1,1000,22,21,,,,
2019-PAL-6-0494,2,60,1,,1,14000,5,21,,,,
2019-PAL-6-0494,5,25,1,,1,14000,5,21,,,,
2019-PAL-6-0494,4,24,2,,1,14000,5,21,,,,
2019-PAL-6-0495,2,68,2,,3,,,21,,,,
2019-ISU-1-0081-02,5,6,1,,,,,21,,,,
2019-PAL-6-0189-02,2,38,2,,1,27000,22,21,,,,
2019-ISG-4-0078-04,2,39,1,,1,6000,11,21,,,,
2019-PAL2-6-0095,2,43,1,,1,12000,51,21,,,,
2019-PAL2-6-0095,4,18,2,,2,,,21,,,,
2019-PAL2-6-0095,5,15,1,,2,,,21,,,,
2019-PAL2-6-0095,4,10,2,,,,,21,,,,
2019-PAL4-3-0024-03,2,33,1,,,,,21,,,,
2019-ISU-1-0412-03,1,56,2,,2,,,21,,,,
2019-UW-6-0159-03,2,47,1,,1,10000,51,21,,,,
2019-UW-6-0159-03,4,10,2,,,,,21,,,,
2019-UW-6-0159-03,4,19,2,,2,,,21,,,,
2019-UW-6-0159-03,4,18,2,,2,,,21,,,,
2019-UW-6-0159-03,5,15,1,,2,,,21,,,,
2019-UW-6-0159-03,4,14,2,,,,,21,,,,
2019-WC-6-0056,5,18,1,,2,,,21,,,,
2019-WC-6-0056-02,2,33,1,,1,16000,22,21,,,,
2019-WC-6-0056-02,4,1,2,,,,,21,,,,
2019-WC-6-0056-02,5,3,1,,,,,21,,,,
2019-WC-6-0056-03,2,29,1,,1,12000,5,21,,,,
2019-WC-6-0056-03,4,1,2,,,,,21,,,,
2019-ISU-1-0081,2,63,2,,1,4000,26,21,,,,
2019-G2-3-0601-02,5,11,1,,,,,21,,,,
2019-G2-3-0601-02,4,16,2,,2,,,21,,,,
2019-G2-3-0601-02,4,9,2,,,,,21,,,,
2019-G2-3-0601-02,5,15,1,,2,,,21,,,,
2019-G2-3-0601-02,5,3,1,,,,,21,,,,
2019-G2-3-0601-02,2,42,1,,1,13000,51,21,,,,
2019-UW-1-0211,1,26,2,,1,15000,5,21,,,,
2019-PAL-6-0281-02,2,28,1,,,,,21,,,,
2019-PAL-6-0281-02,5,3,1,,,,,21,,,,
2019-PAL3-6-0048,6,3,2,,1,40000,27,21,,,,
2019-PAL3-6-0048,6,21,2,,1,32000,5,21,,,,
2019-PAL4-3-0042-03,2,28,1,,,,,21,,,,
2019-UW-1-0069-02,6,8,1,,,,,21,,,,
2019-WC-3-0166-02,1,44,2,,1,7000,26,21,,,,
2019-PAL4-3-0042-03,7,24,1,,1,20000,5,21,,,,
2019-UW-6-0202,13,53,2,,1,16000,26,21,,,,
2019-ISU-1-0298,13,35,2,,2,,,21,,,,
2019-G2-3-0486-03,1,36,2,,1,18800,26,21,,,,
2019-ISG-6-0060-05,1,25,2,,2,,,21,,,,
2019-UW-6-0024-04,1,33,2,,1,15000,5,21,,,,
2019-PAL4-6-0005-02,4,9,2,,,,,21,,,,
2019-PAL4-6-0005-02,2,48,1,,1,20000,5,21,,,,
2019-ISG-4-0208,1,52,2,,1,12000,22,21,,,,
2019-PAL2-3-0060-03,1,38,2,,1,30000,22,21,,,,
2019-G2-3-0390-04,1,41,2,,1,20000,22,21,,,,
2019-ISU-1-0091-02,4,7,2,,,,,21,,,,
2019-ISU-1-0091-02,2,34,1,,1,28800,5,21,,,,
2019-PAL2-6-0061,2,44,1,,1,6000,22,21,,,,
2019-PAL2-6-0062,4,18,2,,2,,,21,,,,
2019-PAL2-6-0062,4,22,2,,1,45000,26,21,,,,
2019-PAL2-6-0062,2,46,1,,1,65000,26,21,,,,
2019-PAL2-6-0061,5,6,1,,,,,21,,,,
2019-PAL2-6-0070-03,5,3,1,,,,,21,,,,
2019-PAL2-6-0070-03,2,39,1,,1,20000,5,21,,,,
2019-PAL2-6-0070-03,5,7,1,,,,,21,,,,
2019-PAL2-4-0086,1,30,2,,2,,,21,,,,
2019-UW-6-0248,4,38,2,,1,14000,26,21,,,,
2019-UW-6-0248-02,5,13,1,,,,,21,,,,
2019-UW-6-0248-02,4,10,2,,,,,21,,,,
2019-UW-6-0248-02,2,40,1,,1,25000,22,21,,,,
2019-UW-6-0248-03,4,17,2,,2,,,21,,,,
2019-UW-6-0248-03,2,36,2,,1,30000,22,21,,,,
2019-G2-3-0629-02,1,54,2,,2,,,21,,,,
2019-PAL-4-0076,1,44,2,,1,1000,26,21,,,,
2019-G2-3-0380,5,29,1,,3,,,21,,,,
2019-G2-3-0380,2,69,1,,1,32000,26,21,,,,
2019-G2-3-0380-02,2,39,2,,2,,,21,,,,
2019-G2-3-0380-03,2,33,1,,1,30000,5,21,,,,
2019-G2-3-0380-03,5,2,1,,,,,21,,,,
2019-G2-3-0380-03,5,5,1,,,,,21,,,,
2019-G2-3-0380-03,5,10,1,,,,,21,,,,
2019-G2-3-0380-03,4,11,2,,,,,21,,,,
2019-G2-3-0380-04,2,35,2,,2,,,21,,,,
2019-ISG-6-0056,5,20,1,,2,,,21,,,,
2019-ISG-6-0056,4,23,2,,1,13000,5,21,,,,
2019-ISG-6-0056,2,54,1,,1,11600,5,21,,,,
2019-PAL-6-0209,1,49,2,,1,30600,52,21,,,,
2019-ISG-2-0303-02,5,8,1,,,,,21,,,,
2019-ISG-2-0303-02,4,6,2,,,,,21,,,,
2019-ISG-2-0303-02,2,38,1,,1,13000,5,21,,,,
2019-PAL2-1-0014-02,4,9,2,,,,,21,,,,
2019-PAL2-1-0014-02,1,34,1,,1,10000,5,21,,,,
2019-WC-3-0064,1,27,2,,2,,,21,,,,
2019-UW-1-0415-03,4,12,2,,,,,21,,,,
2019-UW-1-0415-03,4,9,2,,,,,21,,,,
2019-ISG-4-0179,6,31,1,,1,15000,5,21,,,,
2019-ISG-4-0179,6,21,1,,1,15000,5,21,,,,
2019-PAL3-6-0049-03,13,68,2,,1,20000,5,21,,,,
2019-PAL3-6-0049-03,2,41,2,,1,14000,5,21,,,,
2019-PAL3-6-0049-03,6,25,1,,3,,,21,,,,
2019-PAL-4-0010-02,2,41,1,,,,,21,,,,
2019-UW-6-0056-02,2,40,1,,1,16000,5,21,,,,
2019-UW-6-0056-02,5,6,1,,,,,21,,,,
2019-UW-6-0056-02,5,10,1,,,,,21,,,,
2019-UW-6-0290,2,56,1,,1,6000,26,21,,,,
2019-UW-6-0290,4,22,2,,1,28000,16,21,,,,
2019-UW-6-0290,4,27,2,,1,20000,5,21,,,,
2019-UW-6-0290,5,14,1,,,,,21,,,,
2019-UW-6-0290,6,14,1,,,,,21,,,,
2019-UW-6-0290,5,12,1,,,,,21,,,,
2019-UW-6-0290,4,17,2,,2,,,21,,,,
2019-UW-6-0290,5,10,1,,,,,21,,,,
2019-UW-6-0248-02,5,15,1,,2,,,21,,,,
2019-UW-6-0248-02,1,39,2,,1,3000,22,21,,,,
2019-PAL-5-0616-02,2,30,1,,1,10000,51,21,,,,
2019-PAL-5-0616-02,5,5,1,,,,,21,,,,
2019-PAL-5-0616-02,4,7,2,,,,,21,,,,
2019-ISG-4-0164,1,28,2,,1,29000,26,21,,,,
2019-G2-3-0334,6,11,1,,,,,21,,,,
2019-UW-1-0158-02,2,23,2,,3,,,21,,,,
2019-UW-6-0197-02,2,35,1,,1,40000,5,21,,,,
2019-UW-6-0197-02,4,1,2,,,,,21,,,,
2019-UW-6-0197-02,7,29,1,,1,14000,5,21,,,,
2019-PAL4-3-0077,1,44,1,,1,5000,22,21,,,,
2019-PAL4-3-0077,4,20,2,,2,,,21,,,,
2019-PAL4-3-0077,5,14,1,,,,,21,,,,
2019-PAL4-3-0077,4,26,2,,2,,,21,,,,
2019-ISU-1-0326,2,53,2,,1,4800,51,21,,,,
2019-UW-6-0044,1,56,2,,1,14000,26,21,,,,
2019-ISU-1-0068,2,68,1,,3,,,21,,,,
2019-PAN-2-0415-04,1,42,2,,2,,,21,,,,
2019-PAL-6-0318-02,1,38,1,,1,8000,51,21,,,,
2019-PAL-6-0318-02,5,9,1,,,,,21,,,,
2019-PAL-6-0318-02,4,5,2,,,,,21,,,,
2019-G2-3-0624,13,54,2,,1,6000,22,21,,,,
2019-G2-3-0637-05,2,51,2,,1,3000,5,21,,,,
2019-ISU-1-0345-02,4,7,2,,,,,21,,,,
2019-ISU-1-0345-02,5,5,1,,1,15000,5,21,,,,
2019-PAL-4-0057-06,1,34,2,,2,,,21,,,,
2019-PAL-6-0155,2,50,1,,1,10000,27,21,,,,
2019-PAL-6-0155,4,21,2,,1,15000,8,21,,,,
2019-PAL-6-0155,4,23,2,,2,,,21,,,,
2019-PAL-6-0155,5,12,1,,1,12888,5,21,,,,
2019-PAL-6-0177-08,1,55,2,,2,,,21,,,,
2019-PAL2-4-0053,5,19,1,,1,12000,5,21,,,,
2019-PAL2-4-0053,2,57,1,,2,,,21,,,,
2019-UW-1-0332,2,37,1,,1,30000,5,21,,,,
2019-UW-1-0332,4,6,2,,,,,21,,,,
2019-UW-1-0332,5,9,1,,,,,21,,,,
2019-UW-6-0125-05,9,10,1,,,,,21,,,,
2019-PAL5-2-0035,1,55,2,,,,,21,,,,
2019-PAL2-3-0010-04,2,26,1,,1,20000,5,21,,,,
2019-PAL-5-0759-02,5,16,1,,,,,21,,,,
2019-PAL-5-0759-02,4,24,2,,,,,21,,,,
2019-PAL3-3-0065,1,50,2,,,,,21,,,,
2019-WC-4-0095,4,27,2,,1,50000,26,21,,,,
2019-WC-4-0095,2,60,1,,2,,,21,,,,
2019-WC-4-0095,5,29,1,,2,,,21,,,,
2019-WC-4-0095,5,21,1,,2,,,21,,,,
2019-WC-4-0095,4,19,2,,3,,,21,,,,
2019-PAL-1-0157-02,2,39,1,,1,15000,5,21,,,,
2019-PAL-1-0157-02,5,16,1,,2,,,21,,,,
2019-PAL-1-0157-02,5,8,1,,,,,21,,,,
2019-PAL-1-0157-02,5,9,1,,,,,21,,,,
2019-PAL-1-0157-02,4,12,2,,,,,21,,,,
2019-PAL-1-0157-02,5,14,1,,,,,21,,,,
2019-WC-6-0002-02,1,42,2,,1,5000,22,21,,,,
2019-WC-6-0002-03,2,34,1,,1,12000,51,21,,,,
2019-WC-6-0002-03,4,3,2,,,,,21,,,,
2019-WC-6-0002-03,5,5,1,,,,,21,,,,
2019-UW-6-0109-02,2,41,1,,1,16000,51,21,,,,
2019-UW-6-0109-02,5,8,1,,,,,21,,,,
2019-PAN-2-0168-02,1,31,1,,1,30000,5,21,,,,
2019-UW-6-0222-02,10,3,2,,,,,21,,,,
2019-UW-6-0222-02,9,5,1,,,,,21,,,,
2019-UW-6-0222-02,9,7,1,,,,,21,,,,
2019-ISG-4-0131,5,18,1,,3,,,21,,,,
2019-ISG-4-0131,2,69,1,,1,10000,11,21,,,,
2019-ISG-6-0081-02,1,26,2,,2,,,21,,,,
2019-WC-3-0086-02,1,45,2,,2,,,21,,,,
2019-PAL-6-0031-02,1,24,2,,2,,,21,,,,
2019-UW-6-0054-02,2,49,2,,3,,,21,,,,
2019-PAL2-1-0008,4,17,2,,2,,,21,,,,
2019-PAL2-1-0008,5,2,1,,,,,21,,,,
2019-PAL2-1-0008,2,44,1,,1,45000,22,21,,,,
2019-UW-6-0084-02,1,37,2,,2,,,21,,,,
2019-UW-6-0084-02,10,13,2,,,,,21,,,,
2019-PAL-6-0177-06,2,50,1,,1,15000,5,21,,,,
2019-PAL-6-0177-06,5,12,1,,,,,21,,,,
2019-ISG-4-0146-03,1,49,2,,1,9000,26,21,,,,
2019-UW-6-0150-02,11,40,2,,1,1300,23,21,,,,
2019-PAL-3-0029-02,1,49,2,,1,3000,22,21,,,,
2019-PAL-3-0048,1,27,1,,1,15000,5,21,,,,
2019-ISG-6-0063,5,5,1,,,,,21,,,,
2019-ISG-6-0063,2,58,1,,1,25000,22,21,,,,
2019-ISU-1-0455-02,5,7,1,,,,,21,,,,
2019-ISU-1-0455-02,4,5,2,,,,,21,,,,
2019-UW-6-0289-02,2,27,1,,,,,21,,,,
2019-PAL3-3-0009-02,13,57,1,,1,10000,51,21,,,,
2019-PAL3-3-0009-02,2,30,1,,1,10000,51,21,,,,
2019-PAL3-3-0009-02,5,3,1,,,,,21,,,,
2019-PAL3-3-0009-02,13,55,2,,1,2000,22,21,,,,
2019-PAL-5-0982,5,2,1,,,,,21,,,,
2019-PAL-6-0318,4,24,2,,2,,,21,,,,
2019-PAL-6-0318,4,21,2,,2,,,21,,,,
2019-UW-1-0162,4,19,2,,2,,,21,,,,
2019-UW-1-0337-02,4,3,2,,,,,21,,,,
2019-UW-1-0337-02,2,30,1,,1,12000,22,21,,,,
2019-PAL2-6-0008-02,5,28,1,,1,8400,22,21,,,,
2019-PAL2-6-0008-02,5,27,1,,1,20000,5,21,,,,
2019-PAL2-6-0008-02,4,26,2,,1,8000,22,21,,,,
2019-UW-6-0034,11,26,2,,1,15000,5,21,,,,
2019-UW-6-0034,2,51,1,,1,18000,5,21,,,,
2019-UW-6-0034,5,25,1,,1,18000,5,21,,,,
2019-WC-4-0105-02,5,6,1,,,,,21,,,,
2019-PAL-6-0193,4,23,2,,1,16000,5,21,,,,
2019-PAL-6-0193,4,19,2,,1,20000,5,21,,,,
2019-PAL-6-0193,4,11,2,,,,,21,,,,
2019-PAL-6-0193,5,9,1,,,,,21,,,,
2019-PAL-6-0193,2,54,1,,1,15000,5,21,,,,
2019-PAL2-6-0015-02,1,31,2,,1,8000,5,21,,,,
2019-PAL-1-0007-03,1,46,1,,1,9000,51,21,,,,
2019-PAL-6-0380-02,2,35,2,,1,13000,5,21,,,,
2019-PAL-6-0380-02,4,7,2,,,,,21,,,,
2019-G2-3-0335-02,1,43,2,,2,,,21,,,,
2019-UW-6-0297-02,1,28,2,,2,,,21,,,,
2019-G2-3-0606-02,1,34,2,,2,,,21,,,,
2019-PAL-1-0109-02,1,27,2,,2,,,21,,,,
2019-PAL-1-0164,4,5,2,,,,,21,,,,
2019-PAL-1-0164,5,18,1,,2,,,21,,,,
2019-PAL-1-0164,2,44,1,,1,12000,8,21,,,,
2019-UW-6-0082-03,1,31,2,,2,,,21,,,,
2019-PAL2-3-0069-05,1,37,2,,2,,,21,,,,
2019-UW-1-0465,2,32,2,,1,32000,5,21,,,,
2019-ISU-1-0520,2,49,2,,1,25000,26,21,,,,
2019-ISU-1-0298,1,60,2,,1,12000,5,21,,,,
2019-G2-3-0348,4,6,2,,,,,21,,,,
2019-G2-3-0348,1,38,1,,1,23000,26,21,,,,
2019-WC-4-0103-03,2,45,1,,,,,21,,,,
2019-WC-4-0103-03,4,3,2,,,,,21,,,,
2019-UW-1-0222,5,24,1,,,,,21,,,,
2019-UW-1-0222,1,48,1,,,,,21,,,,
2019-UW-1-0222,4,12,2,,2,,,21,,,,
2019-UW-1-0222,4,16,2,,2,,,21,,,,
2019-UW-1-0222-02,2,22,1,,1,16000,5,21,,,,
2019-UW-1-0222-02,4,5,2,,,,,21,,,,
2019-PAL-6-0564-02,9,13,1,,,,,21,,,,
2019-G2-3-0129,1,33,2,,1,3000,27,21,,,,
2019-G2-3-0132-03,10,7,2,,,,,21,,,,
2019-G2-3-0132-03,1,28,2,,2,,,21,,,,
2019-G2-3-0389,4,20,2,,2,,,21,,,,
2019-G2-3-0389,5,31,1,,3,,,21,,,,
2019-G2-3-0389,2,63,1,,1,20000,5,21,,,,
2019-PAL4-3-0056-04,1,31,2,,2,,,21,,,,
2019-G2-3-0129,12,30,1,,1,8000,51,21,,,,
2019-G2-3-0129,12,40,1,,1,3200,22,21,,,,
2019-G2-3-0162-04,5,26,1,,1,14000,5,21,,,,
2019-ISU-1-0464,1,52,2,,1,20000,26,21,,,,
2019-G2-3-0388-03,1,28,2,,1,14000,5,21,,,,
2019-G2-3-0132-04,5,6,1,,,,,21,,,,
2019-G2-3-0132-04,1,41,1,,1,19000,5,21,,,,
2019-G2-3-0179-03,2,29,2,,3,,,21,,,,
2019-PAL-5-0622-06,5,17,1,,1,42000,5,21,,,,
2019-PAL-6-0283-03,2,45,1,,1,60000,26,21,,,,
2019-PAL-6-0283-03,5,15,1,,2,,,21,,,,
2019-PAL-6-0283-03,5,13,1,,,,,21,,,,
2019-PAL-6-0283-03,4,5,2,,,,,21,,,,
2019-G2-3-0296-02,4,6,2,,1,26000,5,21,,,,
2019-ISG-1-0008,1,30,1,,1,20000,22,21,,,,
2019-UW-6-0274,4,19,2,,1,18500,5,21,,,,
2019-UW-6-0274,1,46,1,,1,25000,26,21,,,,
2019-UW-6-0274,4,16,2,,2,,,21,,,,
2019-UW-6-0274,5,17,1,,2,,,21,,,,
2019-UW-6-0274,5,20,1,,2,,,21,,,,
2019-PAL-6-0392-03,4,20,2,,2,,,21,,,,
2019-PAL-6-0392-03,2,48,1,,2,,,21,,,,
2019-PAL-6-0392-03,4,19,2,,3,,,21,,,,
2019-ISU-1-0545-02,6,32,2,,1,12000,5,21,,,,
2019-G2-3-0068-02,5,2,1,,,,,21,,,,
2019-G2-3-0068-02,5,8,1,,,,,21,,,,
2019-G2-3-0068-02,5,5,1,,,,,21,,,,
2019-G2-3-0068-02,2,34,1,,1,18000,22,21,,,,
2019-ISG-1-0077,1,44,2,,1,8000,5,21,,,,
2019-ISU-1-0521,1,56,1,,1,20000,5,21,,,,
2019-ISU-1-0521,5,24,1,,1,15000,5,21,,,,
2019-PAL-6-0195-02,1,48,2,,2,,,21,,,,
2019-PAL-3-0095-03,5,15,1,,,,,21,,,,
2019-PAL-3-0095-03,5,12,1,,2,,,21,,,,
2019-PAL-3-0095-03,5,11,1,,,,,21,,,,
2019-PAL2-6-0077-03,4,16,2,,,,,21,,,,
2019-PAL2-6-0077-03,4,14,2,,,,,21,,,,
2019-PAL2-6-0077-03,2,44,1,,1,14000,5,21,,,,
2019-UW-6-0176-02,1,40,2,,1,20000,26,21,,,,
2019-ISU-1-0064,2,32,2,,1,10000,26,21,,,,
2019-PAL-3-0095-03,5,1,1,,,,,21,,,,
2019-PAL2-6-0077-03,5,2,1,,,,,21,,,,
2019-UW-6-0123-09,7,48,1,,2,,,21,,,,
2019-PAL-6-0322-02,10,6,2,,,,,21,,,,
2019-ISG-6-0083-03,2,40,1,,1,14000,51,21,,,,
2019-PAN-2-0459,1,39,2,,1,13000,5,21,,,,
2019-PAL3-3-0156-02,12,36,1,,2,,,21,,,,
2019-PAL3-3-0156-02,1,49,2,,1,10500,22,21,,,,
2019-PAL3-3-0156-03,5,29,1,,2,,,21,,,,
2019-PAL3-3-0156-03,5,19,1,,1,18000,5,21,,,,
2019-PAL3-3-0156-03,5,21,1,,1,15000,22,21,,,,
2019-G2-3-0356,1,47,2,,2,,,21,,,,
2019-PAL-1-0191,1,34,2,,1,8000,51,21,,,,
2019-PAL3-6-0004-03,1,30,2,,1,22000,5,21,,,,
2019-PAL-5-0848-02,2,33,2,,1,20000,5,21,,,,
2019-G2-3-0633-07,2,46,1,,1,6000,5,21,,,,
2019-G2-3-0409-03,4,9,2,,,,,21,,,,
2019-G2-3-0409-03,4,2,2,,,,,21,,,,
2019-G2-3-0409-03,5,14,1,,,,,21,,,,
2019-G2-3-0409-03,5,16,1,,2,,,21,,,,
2019-G2-3-0409-03,4,18,2,,2,,,21,,,,
2019-G2-3-0409-03,4,18,2,,2,,,21,,,,
2019-G2-3-0409-03,5,20,1,,1,16000,5,21,,,,
2019-G2-3-0409-03,2,51,1,,1,18000,26,21,,,,
2019-WC-3-0051,1,51,2,,2,,,21,,,,
2019-G2-3-0323-04,5,2,1,,1,14000,5,21,,,,
2019-UW-1-0348,1,49,2,,2,,,21,,,,
2019-UW-1-0350,1,51,2,,1,5000,22,21,,,,
2019-PAL2-3-0050-02,1,35,2,,2,,,21,,,,
2019-PAL2-3-0043-02,5,2,1,,,,,21,,,,
2019-PAL2-3-0043-02,2,29,1,,1,16000,5,21,,,,
2019-PAL-3-0012-03,13,57,2,,2,,,21,,,,
2019-ISU-1-0473,2,45,1,,1,12000,5,21,,,,
2019-ISU-1-0475,2,49,2,,2,,,21,,,,
2019-ISU-1-0397,1,63,2,,3,,,21,,,,
2019-ISU-1-0397-02,4,18,2,,2,,,21,,,,
2019-ISU-1-0397-02,2,35,2,,2,,,21,,,,
2019-PAL-3-0018-02,1,47,2,,2,,,21,,,,
2019-G2-3-0052,4,36,2,,1,18000,5,21,,,,
2019-UW-1-0347,2,62,2,,3,,,21,,,,
2019-G2-3-0179-02,4,2,2,,,,,21,,,,
2019-PAL-3-0089-03,4,10,2,,,,,21,,,,
2019-PAL-3-0089-03,5,15,1,,2,,,21,,,,
2019-PAL-3-0089-03,4,11,2,,,,,21,,,,
2019-ISG-1-0014,4,20,2,,2,,,21,,,,
2019-ISG-1-0015,4,13,2,,,,,21,,,,
2019-ISG-1-0015,2,50,1,,1,30000,15,21,,,,
2019-UW-1-0362,5,8,1,,,,,21,,,,
2019-UW-1-0362,1,29,2,,2,,,21,,,,
2019-ISG-1-0014,5,27,1,,1,30000,5,21,,,,
2019-PAL2-3-0022,1,49,2,,2,,,21,,,,
2019-WC-6-0067,1,61,2,,2,,,21,,,,
2019-PAL-4-0008-02,2,54,1,,,,,21,,,,
2019-G2-3-0108-02,2,23,1,,1,14000,5,21,,,,
2019-UW-6-0035-02,1,49,2,,2,,,21,,,,
2019-ISG-6-0010-02,5,0,1,,1,5000,27,21,,,,
2019-ISU-1-0302-02,5,0,1,,,,,21,,,,
2019-ISU-1-0302-02,4,2,2,,,,,21,,,,
2019-ISU-1-0302-02,2,29,1,,1,100000,26,21,,,,
2019-PAL-1-0016,1,50,1,,,,,21,,,,
2019-PAL-1-0016,4,16,2,,2,,,21,,,,
2019-PAL-1-0016,4,21,2,,1,12000,5,21,,,,
2019-PAL-6-0177-06,1,55,2,,2,,,21,,,,
2019-PAL-6-0284,4,23,2,,1,15000,22,21,,,,
2019-PAL-6-0284,4,16,2,,2,,,21,,,,
2019-PAL-6-0284,5,18,1,,2,,,21,,,,
2019-PAL-6-0284,4,20,2,,1,22000,5,21,,,,
2019-UW-6-0283-02,1,23,2,,2,,,21,,,,
2019-G2-3-0633,5,12,1,,,,,21,,,,
2019-G2-3-0633,4,11,2,,1,16000,42,21,,,,
2019-G2-3-0633-02,2,33,2,,2,,,21,,,,
2019-PAL-1-0110,5,29,1,,1,12000,51,21,,,,
2019-G2-3-0633-05,1,51,2,,1,12000,22,21,,,,
2019-WC-3-0091,2,63,2,,3,,,21,,,,
2019-UW-1-0171,4,3,2,,,,,21,,,,
2019-UW-1-0171,1,31,1,,1,12000,5,21,,,,
2019-ISG-6-0081-02,4,9,2,,,,,21,,,,
2019-ISG-6-0081-02,4,3,2,,,,,21,,,,
2019-ISG-6-0081-02,2,34,1,,1,10000,22,21,,,,
2019-ISG-6-0080-03,9,15,1,,2,,,21,,,,
2019-ISG-6-0080-03,9,19,1,,2,,,21,,,,
2019-PAL-5-0341,1,54,1,,1,12000,5,21,,,,
